Animal Name,Class,Order,Family,Is_Endangered,Length(cm),Lifespan(years),Weight(kg),Diet,Asia,Europe,Africa,South-America,North-America,Central-America,Antarctica,Oceania,Ocean,Eurasia
Harpy Eagle,4,Accipitriformes,Accipitridae,0.0,9550.0,30.0,7.0,0,0,0,0,1,0,1,0,0,0,0
Harris Hawk,4,Accipitriformes,Accipitridae,0.0,2401.5,11.0,0.8913100670410321,0,0,0,0,1,1,1,0,0,0,0
Hawaiian Goose (Nene),4,Anseriformes,Anatidae,0.0,59.499500000000005,35.0,2.047971986101914,2,0,0,0,0,1,0,0,0,0,0
Hawaiian Monk Seal,13,Carnivora,Phocidae,1.0,228.6,30.0,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Hawk Moth Caterpillar,11,Lepidoptera,Sphingidae,0.0,10.16,19.474841669993218,7500.0,2,1,1,1,1,1,1,0,1,1,1
Hedgehog,13,Erinaceomorpha,Erinaceidae,0.0,1114.242495994122,4.5,1.5,4,1,1,1,0,0,0,0,0,0,1
Helicoprion,8,Eugeneodontida,Helicoprionidae,1.0,685.8,19.474841669993218,113.62502381362776,0,1,1,0,0,1,0,0,1,1,0
Hellbender,2,Urodela,Cryptobranchidae,0.0,53.34,19.474841669993218,1.995808801516815,0,0,0,0,0,1,0,0,0,0,0
Hepatic Tanager (Red Tanager),4,Passeriformes,Cardinalidae,0.0,14.478000000000002,5.0,0.0354368656801043,3,0,0,0,1,1,1,0,0,0,0
Hercules Beetle,11,Coleoptera,Scarabaeidae,0.0,271.5,19.474841669993218,0.0250893009015138,2,0,0,0,1,1,1,0,0,0,0
Hermit Crab,12,Decapoda,Paguroidea,0.0,1114.242495994122,19.474841669993218,12.34567901234568,4,0,0,0,0,0,0,0,0,1,0
Heron,4,Ciconiiformes,Ardeidae,0.0,1114.242495994122,17.5,2.25,0,1,1,1,1,1,1,0,1,1,1
Herrerasaurus,16, Dinosauria,Herrerasauridae,1.0,609.6,19.474841669993218,350.0,0,1,1,1,1,1,1,1,1,1,1
Herring,0,Clupeiformes,Clupeidae,1.0,3525.0,15.0,0.73,0,0,0,0,0,0,0,0,0,1,0
Herring Gull,4,Charadriiformes,Laridae,0.0,59.69,50.0,1.1113026281173175,0,1,1,0,0,1,1,0,0,0,1
Highland Cattle,13,Artiodactyla,Bovidae,0.0,1114.242495994122,18.5,200.5,2,0,1,0,0,1,0,0,1,1,0
Hippopotamus,13,Artiodactyla,Hippopotamidae,1.0,350.0,45.0,1.25,2,0,0,1,0,0,0,0,0,0,0
Hippopotamus gorgops,13,Artiodactyla,Hippopotamidae,1.0,426.72,19.474841669993218,137.89224446843448,2,0,1,1,0,0,0,0,0,0,0
Hoary Bat,13,Chiroptera,Vespertilionidae,0.0,3000.0,6.5,0.9700176366843032,0,0,0,0,0,1,0,0,0,0,0
Holy Cross Frog,2,Anura,Limnodynastidae,0.0,550.0,0.1346153846153846,1601.274827419837,3,0,0,0,0,0,0,0,1,1,0
Honduran White Bat,13,Chiroptera,Phyllostomidae,0.0,4.2037,18.0,0.5669898508816692,4,0,0,0,0,0,1,0,0,0,0
Honey Badger,13,Carnivora,Mustelidae,0.0,66.04,7.5,10.432636917019714,4,1,0,1,0,0,0,0,0,0,0
Honey Bee,11,Hymenoptera,Apidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Honey Buzzard,4,Accipitriformes,Accipitridae,0.0,1114.242495994122,9.0,1601.274827419837,0,1,1,0,0,0,0,0,1,1,1
Hooded Seal,13,Carnivora,Phocidae,1.0,228.6,35.0,229.74480862915152,4,0,1,0,0,1,0,0,0,0,0
Hook-Nosed Sea Snake,16,Squamata,Serpentes,0.0,5550.0,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Hoopoe,4,Bucerotiformes,Upupidae,0.0,2850.0,10.0,2.380952380952381,4,1,1,1,0,0,0,0,0,0,0
Horned Frog,2,Anura,Leptodactylidae,0.0,1114.242495994122,6.5,14.109347442680775,0,0,0,0,1,0,0,0,0,0,0
Horned Grebe,4,Podicipediformes,Podicipedidae,1.0,34.417,19.474841669993218,0.4337472359244769,0,1,1,0,0,1,0,0,0,0,1
Hornet,11,Hymenoptera,Vespidae,0.0,3.81,19.474841669993218,1601.274827419837,4,1,1,0,0,1,0,0,0,0,0
Horsefly,11,Diptera,Tabanidae,0.0,1.8415,0.1232876712328767,12000.0,4,1,1,1,1,1,1,0,1,1,1
Horseshoe Crab,12,Xiphosurida,Limulidae,0.0,3125.0,30.0,4.082336184920758,4,1,0,0,0,1,1,0,0,1,1
Houdan Chicken,4,Galliformes,Phasianidae,1.0,1114.242495994122,7.5,3.288548593408388,4,0,1,0,0,1,0,0,0,0,0
House Finch,4,Passeriformes,Fringillidae,0.0,13.97,11.0,20.5,2,0,0,0,0,1,1,0,0,0,0
House Sparrow (English Sparrow),4,Passeriformes,Passeridae,0.0,1114.242495994122,13.0,0.5114638447971781,4,1,1,1,1,1,1,0,1,1,1
House wren,4,Passeriformes,Troglodytidae,0.0,11.938,19.474841669993218,0.0109145546294721,0,0,0,0,1,1,1,0,0,0,0
Howler Monkey,13,Primates,Atelidae,0.0,1114.242495994122,17.5,8.772727272727272,4,0,0,0,1,0,1,0,0,0,0
Human,13,Primates,Hominidae,0.0,1114.242495994122,70.0,68.5,4,1,1,1,1,1,1,0,1,1,1
Humboldt Penguin,4,Sphenisciformes,Spheniscidae,1.0,1114.242495994122,17.5,3.5,0,0,0,0,1,0,0,0,0,1,0
Hummingbird,4,Apodiformes,Trochilidae,1.0,1114.242495994122,4.0,0.3915343915343915,4,0,0,0,1,1,1,0,0,0,0
Humpback Whale,13,Cetacea,Balaenopteridae,0.0,1680.0,47.5,18.0,4,0,0,0,0,0,0,0,0,1,0
Huntsman Spider,3,Araneae,Sparassidae,0.0,330.5,2.5,0.089357803158821,0,1,1,1,1,1,1,0,1,1,1
Hyacinth Macaw,4,Psittaciformes,Psittacidae,1.0,100.33,60.0,1.4174778419863745,4,0,0,0,1,0,0,0,0,0,0
Hyaenodon,13,creodonta,Hyaenodontidae,1.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,1,0,0,0,0,1
Hyena,13,Carnivora,Hyaenidae,0.0,1114.242495994122,22.5,63.5,0,1,1,1,0,0,0,0,0,0,0
Ibex,13,Artiodactyla,Bovidae,1.0,118.872,20.0,105.5,2,1,1,1,1,1,0,0,0,0,0
Ibis,4,Ciconiiformes,Threskiornithidae,0.0,1114.242495994122,11.5,1.15,4,1,0,1,1,0,1,0,1,1,1
Icadyptes,4,Sphenisciformes,Spheniscidae,1.0,1114.242495994122,19.474841669993218,64.86378604929648,0,0,0,0,1,0,0,0,0,0,0
Ichthyosaurus,16,Ichthyosauria,Ichthyosauridae,1.0,335.28000000000003,19.474841669993218,1601.274827419837,0,0,1,0,0,0,0,0,0,1,0
Iguana,16,Squamata,Iguanidae,0.0,1114.242495994122,17.5,6.0,4,0,0,0,1,1,1,0,0,0,0
IMG Boa Constrictor,16,Squamata,Boidae,0.0,396.24,20.0,1601.274827419837,4,0,0,0,1,0,0,0,0,0,0
Impala,13,Artiodactyla,Bovidae,0.0,1114.242495994122,13.5,56.0,2,0,0,1,0,0,0,0,0,0,0
Imperial Moth,11,Lepidoptera,Saturniidae,0.0,12.7254,19.474841669993218,1601.274827419837,2,0,0,0,1,1,1,0,0,0,0
Indian Cobra,16,Squamata,Elapidae,0.0,1114.242495994122,32.0,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Indian Elephant,13,Proboscidea,Elephantidae,1.0,1114.242495994122,62.5,1.5,2,1,0,0,0,0,0,0,0,0,0
Indian Giant Squirrel,13,Rodentia,Sciuridae,0.0,3554.9999999999995,20.0,1.75,4,1,0,0,0,0,0,0,0,0,0
Indian Palm Squirrel,13,Rodentia,Sciuridae,0.0,1114.242495994122,3.0,3.880070546737213,4,1,0,0,0,0,0,0,0,1,0
Indian python,16,Squamata,Pythonidae,0.0,950.0,25.0,1601.274827419837,4,1,0,0,0,0,0,0,0,0,0
Indian Rhinoceros,13,Perissodactyla,Rhinocerotidae,1.0,185.0,47.5,101.0,2,1,0,0,0,0,0,0,0,0,0
Indian Star Tortoise,16,Testudines,Testudinidae,1.0,2500.0,55.0,1.75,2,1,0,0,0,0,0,0,0,0,0
Indianmeal Moth,11,Lepidoptera,Pyralidae,0.0,900.0,0.136986301369863,1601.274827419837,4,1,1,1,1,1,1,1,1,1,1
Indochinese Tiger,13,Carnivora,Felidae,1.0,1114.242495994122,21.5,147.5,0,1,0,0,0,0,0,0,0,0,0
Indri,13,Primates,Indriidae,1.0,1114.242495994122,18.5,7.75,2,0,0,1,0,0,0,0,0,0,0
Inland Taipan,16,Squamata,Elapidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,0,0,0,1,1,0
Irish Elk,13,Artiodactyla,Cervidae,1.0,309.372,19.474841669993218,72.80166196442018,2,0,0,1,0,1,0,0,0,0,1
Ivory-billed woodpecker,4,Piciformes,Picidae,1.0,50.8,20.0,510.0,4,0,0,0,0,1,1,0,0,0,0
Jabiru,4,Ciconiiformes,Ciconiidae,0.0,129.54,36.0,6.645136123232122,0,0,0,0,1,1,1,0,0,0,0
Jacana,4,Charadriiformes,Jacanidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,1,0,1,1,0,1,0,1,1,0
Jackal,13,Carnivora,Canidae,0.0,1114.242495994122,11.5,8.9,0,1,1,1,0,0,0,0,0,0,0
Jackdaw,4,Passeriformes,Corvidae,0.0,1114.242495994122,5.0,0.2267959403526676,4,1,1,0,0,0,0,0,0,0,1
Jackrabbit,13,Lagomorpha,Leporidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,2,0,0,0,0,1,1,0,0,0,0
Jackson’s Chameleon,16,Squamata,Chamaeleonidae,0.0,27.94,7.5,120000.0,0,0,0,1,0,1,0,0,0,0,0
Jaguar,13,Carnivora,Felidae,0.0,150.0,13.5,98.0,0,0,0,0,1,1,1,0,0,0,0
Jaguarundi Cat,13,Carnivora,Felidae,0.0,106.68,15.0,1601.274827419837,0,0,0,0,1,1,1,0,0,0,0
Jamaican Iguana,16,Squamata,Iguanidae,1.0,40.386,20.0,1.995808801516815,2,0,0,0,0,0,1,0,0,0,0
Japanese Bantam Chicken,4,Galliformes,Phasianidae,0.0,1114.242495994122,13.0,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Japanese Beetle,11,Coleoptera,Scarabaeidae,0.0,1500.0,1.0,82.5,2,1,1,0,0,1,0,0,0,0,0
Japanese Macaque,13,Primates,Cercopithecidae,0.0,1114.242495994122,28.5,9.5,4,1,0,0,0,0,0,0,0,0,0
Japanese rat snake,16,Squamata,Colubridae,0.0,1114.242495994122,13.1,1601.274827419837,0,1,0,0,0,0,0,0,0,0,1
Japanese Squirrel,13,Rodentia,Sciuridae,0.0,1900.0,15.0,9.876543209876544,4,1,0,0,0,0,0,0,0,0,0
Javan Leopard,13,Carnivora,Felidae,1.0,130.556,20.0,59.87426404550445,0,1,0,0,0,0,0,0,0,0,0
Javan Rhinoceros,13,Perissodactyla,Rhinocerotidae,1.0,315.00000000000006,37.5,451.0,2,1,0,0,0,0,0,0,0,0,0
Jellyfish,17,Semaeostomeae,Cyaneidae,0.0,20.955,19.474841669993218,7.407407407407407,0,0,0,0,0,0,0,0,0,1,0
Jerboa,13,Rodentia,Dipodidae,0.0,1114.242495994122,19.474841669993218,0.0297669671712876,4,1,0,1,0,0,0,0,0,0,0
Joro Spider,3,Araneae,Araneidae,0.0,160.0,19.474841669993218,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Josephoartigasia monesi,13,Rodentia,Dinomyidae,1.0,580.0,19.474841669993218,250.5,2,0,0,0,1,0,0,0,0,0,0
Jumping Spider,3,Araneae,Salticidae,1.0,1.4986,19.474841669993218,1601.274827419837,0,1,1,1,1,1,1,0,0,0,0
Jungle Carpet Python,16,Squamata,Pythonidae,0.0,213.36,20.0,13.607787283069191,4,0,0,0,0,0,0,0,1,1,0
Junglefowl,4,Galliformes,Phasianidae,0.0,2800.0,8.5,1.3227513227513228,4,1,0,0,0,0,0,0,0,0,0
Kagu,4,Eurypygiformes,Rhynochetidae,1.0,54.61,25.0,0.9071837614106708,0,0,0,0,0,0,0,0,1,1,0
Kakapo,4,Psittaciformes,Nestoridae,1.0,1114.242495994122,57.5,3.0,2,0,0,0,0,0,0,0,1,1,0
Kaluga Sturgeon,0,Acipenseriformes,Acipenseridae,1.0,566.928,55.0,46.94686612658872,0,1,0,0,0,0,0,0,0,0,1
Kangaroo,13,Diprotodontia,Macropodidae,0.0,1114.242495994122,7.0,56.5,2,0,0,0,0,0,0,0,1,1,0
Kangaroo Mouse,13,Rodentia,Heteromyidae,0.0,7.4295,5.0,0.0141747462720417,2,0,0,0,0,1,0,0,0,0,0
Kangaroo Rat,13,Rodentia,Heteromyidae,1.0,1100.0,3.5,0.1275727164483755,4,0,0,0,0,1,1,0,0,0,0
Katydid,11,Orthoptera,Tettigoniidae,0.0,8.89,1.0,1601.274827419837,4,1,1,1,1,1,1,0,1,1,1
Kaua’i ‘Ō‘ō,4,Passeriformes,Mohoidae,1.0,20.32,19.474841669993218,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Kea,4,Psittaciformes,Nestoridae,1.0,50.8,12.0,0.8618265279277155,4,0,0,0,0,0,0,0,1,1,0
Keel-Billed Toucan,4,Piciformes,Ramphastidae,0.0,1114.242495994122,17.5,3.05,4,0,0,0,1,1,1,0,0,0,0
Keelback,16,Squamata,Colubridae,0.0,6.35,10.0,1601.274827419837,4,1,0,0,0,0,0,0,1,1,0
Kelp Greenling,0,Scorpaeniformes,Hexagrammidae,0.0,1114.242495994122,21.5,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Kentucky Warbler,4,Passeriformes,Parulidae,0.0,13.1445,7.25,0.0141747462720417,4,0,0,0,1,1,1,0,0,0,0
Kenyan Sand Boa,16,Squamata,Boidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,1,0,1,0,0,0,0,0,0,0
Kermode Bear (Spirit Bear),13,Carnivora,Ursidae,1.0,97.155,25.0,169.87054458364707,4,0,0,0,0,1,0,0,0,0,0
Kestrel,4,Falconiformes,Falconidae,0.0,30.099,11.0,0.164021164021164,0,1,1,1,1,1,0,0,0,0,0
Key Deer,13,Artiodactyla,Cervidae,1.0,1114.242495994122,8.0,29.256742658598764,2,0,0,0,0,1,0,0,0,0,0
Khao Manee,13,Carnivora,Felidae,1.0,1114.242495994122,10.5,3.855539730202938,0,1,1,0,0,1,0,0,0,0,0
Killer Clown Ball Python,16,Squamata,Pythonidae,0.0,182.88,25.0,1601.274827419837,4,1,0,1,0,0,0,0,0,0,0
King Cobra,16,Squamata,Elapidae,1.0,1114.242495994122,20.0,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
King Crab,12,Decapoda,Lithodidae,0.0,1114.242495994122,22.5,5.0,0,0,0,0,0,0,0,0,0,1,0
King Eider,4,Anseriformes,Anatidae,0.0,60.96,9.0,1.587575183024739,4,1,1,0,0,1,0,0,0,0,1
King Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,17.5,13.5,0,0,0,0,0,0,0,1,0,1,0
King Quail,4,Galliformes,Phasianidae,0.0,13.208,2.8,0.0338776435901797,4,1,0,0,0,1,0,0,1,1,0
King Rat Snake,16,Squamata,Colubridae,0.0,243.84,17.5,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
King Salmon,0,Salmoniformes,Salmonidae,0.0,1114.242495994122,5.0,58.96707822663317,0,1,0,0,0,1,0,0,0,1,1
King Vulture,4,Accipitriformes,Cathartidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,1,1,1,0,0,0,0
Kingfisher,4,Coraciiformes,Alcedines,0.0,1114.242495994122,8.0,3.1746031746031744,4,1,1,1,1,1,1,0,0,1,1
Kinkajou,13,Carnivora,Procyonidae,0.0,58.42,23.0,2.948353911331658,4,0,0,0,1,0,1,0,0,0,0
Kirtland’s snake,16,Squamata,Colubridae,0.0,53.34,19.474841669993218,1601.274827419837,0,0,0,0,0,1,0,0,0,0,0
Kit Fox,13,Carnivora,Canidae,0.0,40.64,12.0,2.041168092460379,4,0,0,0,0,1,1,0,0,0,0
Kitefin Shark,8,Squaliformes,Dalatiidae,1.0,120.0,17.5,8.181818181818182,4,1,1,1,1,1,1,0,1,1,0
Kiwi,4,Struthioniformes,Apterygidae,0.0,1114.242495994122,10.0,2.3,4,0,0,0,0,0,0,0,1,1,0
Klipspringer,13,Cetartiodactyla,Bovidae,0.0,94.615,15.0,14.09090909090909,2,0,0,1,0,0,0,0,0,0,0
Knight Anole,16,Squamata,Dactyloidae,0.0,41.91,9.0,0.0764018824063049,4,0,0,0,0,1,1,0,0,0,0
Koala,13,Diprotodontia,Phascolarctidae,0.0,1114.242495994122,17.5,9.5,2,0,0,0,0,0,0,0,1,1,0
Kodiak Bear,13,Carnivora,Ursidae,0.0,243.84,22.5,136.5909090909091,4,0,0,0,0,1,0,0,0,0,0
Kodkod,13,Carnivora,Felidae,1.0,4600.0,11.0,2.25,0,0,0,0,1,0,0,0,0,0,0
Komodo Dragon,16,Squamata,Varanidae,1.0,255.0,32.5,110.0,0,1,0,0,0,0,0,0,0,0,0
Kookaburra,4,Coraciiformes,Alcedinidae,0.0,4000.0,19.474841669993218,6.59090909090909,0,0,0,0,0,0,0,0,1,1,0
Kori Bustard,4,Otidiformes,Otididae,0.0,16.51,27.0,10.522727272727272,4,0,0,1,0,0,0,0,0,0,0
Kouprey,13,Artiodactyla,Bovidae,1.0,219.456,20.0,113.62502381362776,2,1,0,0,0,0,0,0,0,0,0
Kowari,13,Dasyuromorphia,Dasyuridae,1.0,15.621,1.5,0.1043263691701971,0,0,0,0,0,0,0,0,1,1,0
Kudu,13,Artiodactyla,Bovidae,0.0,1114.242495994122,11.0,188.0,2,0,0,1,0,0,0,0,0,0,0
Labout’s Fairy Wrasse,0,Labriformes,Labridae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,0,0,0,0,1,1,0
Labrottie,13,Carnivora,Canidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Lace Bug,11,Hemiptera,Tingidae,0.0,0.5969000000000001,0.0890410958904109,1601.274827419837,2,1,1,1,1,1,0,0,1,1,0
Lace Monitor,16,Squamata,Varanidae,0.0,167.64,12.5,19.958088015168148,0,0,0,0,0,0,0,0,1,1,0
Ladybug,11,Coleoptera,Coccinellidae,0.0,10.668,1.5,0.0001984464478085,0,1,1,1,1,1,1,0,1,1,1
Ladyfish,0,Elopiformes,Elopidae,0.0,91.44,6.0,3.855539730202938,0,0,0,0,0,1,0,0,0,0,0
Landseer Newfoundland,13,Carnivora,Canidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,4,0,0,0,0,1,0,0,0,0,0
Lappet-faced Vulture,4,Accipitriformes,Accipitridae,1.0,104.14,45.0,6.894612223421724,0,1,0,1,0,0,0,0,0,0,0
Lawnmower Blenny,0,Blenniiformes,Blenniidae,0.0,1400.0,3.5,1601.274827419837,2,0,0,1,0,0,0,0,1,1,0
Lazarus Lizard,16,Squamata,Lacertidae,0.0,20.32,8.5,0.0141747462720417,0,0,1,0,0,1,0,0,0,0,0
Leaf-Tailed Gecko,16,Squamata,Gekkonidae,0.0,2000.0,5.5,0.7054673721340388,0,0,0,1,0,0,0,0,0,0,0
Leatherback Sea Turtle,16,Testudines,Dermochelyidae,1.0,228.6,50.0,113.62502381362776,4,1,0,1,0,1,1,0,0,0,0
Leedsichthys,0,Pachycormiformes,Pachycormidae,1.0,1750.0,19.474841669993218,22557.5,4,0,1,0,1,0,0,0,0,0,0
Lemming,13,Rodentia,Cricetidae,0.0,1114.242495994122,2.0,2.504409171075838,2,0,1,0,0,1,0,0,0,0,0
Lemon Blast Ball Python,16,Squamata,Pythonidae,0.0,1114.242495994122,25.0,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
Lemon Shark,8,Carcharhiniformes,Carcharhinidae,0.0,274.32,27.0,99.79044007584076,4,0,0,0,0,0,0,0,0,1,0
Lemur,13,Primates,Lemuridae,0.0,1114.242495994122,12.0,5.015,4,0,0,1,0,0,0,0,0,0,0
Leopard,13,Carnivora,Felidae,0.0,14500.0,12.5,60.0,0,1,0,1,0,0,0,0,0,0,0
Leopard Cat,13,Carnivora,Felidae,0.0,5550.0,11.5,4.85,0,1,0,0,0,0,0,0,0,0,0
Leopard Frog,2,Anura,Ranidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,0,1,1,1,0,0,0,0
Leopard Gecko,16,Squamata,Eublepharidae,0.0,22.86,11.5,65000.0,0,1,0,0,0,0,0,0,0,0,0
Leopard Seal,13,Carnivora,Phocidae,0.0,1114.242495994122,22.0,395.5,0,0,0,0,0,0,0,1,0,1,0
Leopard Shark,8,Carcharhiniforme,Triakidae,0.0,137.16,19.474841669993218,13.607787283069191,0,0,0,0,0,0,0,0,0,1,0
Leopard Tortoise,16,Testudines,Testudinidae,0.0,5500.0,75.0,36.0,2,0,0,1,0,0,0,0,0,0,0
Lesser Jacana,4,Charadriiformes,Jacanidae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,0,0,0,1,0,0,0,0,0,0,0
Lineback Cattle,13,Artiodactyla,Bovidae,1.0,1114.242495994122,12.5,545.4545454545454,2,0,0,0,0,1,0,0,0,0,0
Linnet,4,Passeriformes,Fringillidae,0.0,12.7,5.0,0.0177184328400521,4,1,1,1,0,0,0,0,0,0,1
Lion,13,Carnivora,Felidae,1.0,195.0,11.5,184.5,0,1,0,1,0,0,0,0,0,0,0
Lionfish,0,Scorpaeniformes,Scorpaenidae,0.0,3250.0,14.0,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Liopleurodon,16,Plesiosauria,Pliosauridae,1.0,594.36,19.474841669993218,45.90909090909091,0,0,1,0,0,0,0,0,0,0,0
Little Brown Bat,13,Chiroptera,Vespertilionidae,1.0,2450.0,6.5,0.3350970017636684,0,0,0,0,0,1,0,0,0,0,0
Little Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,15.0,2.0,0,0,0,0,0,0,0,0,1,1,0
Livyatan,13,Artiodactyla,incertae sedis,1.0,1550.0,19.474841669993218,0.0595,0,0,0,0,1,0,0,0,0,1,0
Lizard,16,Squamata,Lacertidae,0.0,1114.242495994122,15.5,150.005,4,1,1,1,1,1,1,0,1,1,1
Lizardfish,0,Aulopiformes,Synodontidae,0.0,76.2,8.0,6.8038936415345965,0,0,0,0,1,1,1,0,0,0,0
Llama,13,Artiodactyla,Camelidae,0.0,1114.242495994122,17.5,167.0,2,0,0,0,1,0,0,0,0,0,0
Locust,11,Orthoptera,Acrididae,0.0,1114.242495994122,19.474841669993218,1601.274827419837,2,1,1,1,1,1,1,0,1,1,1
Long-Eared Owl,4,Casuariiformes,Casuariidae,0.0,1114.242495994122,50.0,7.054673721340388,0,1,1,0,0,1,0,0,0,0,1
Long-Tailed Tit,4,Passeriformes,Aegithalidae,0.0,13.97,2.5,9500.0,4,1,1,0,0,0,0,0,0,0,0
Longfin Mako Shark,8,Lamniformes,Lamnidae,1.0,1114.242495994122,31.5,1601.274827419837,0,0,0,0,0,0,0,0,0,1,0
Longnose Gar,0,Lepisosteiformes,Lepisosteidae,0.0,198.12,20.0,12.727272727272728,0,0,0,0,0,1,0,0,0,0,0
Lorikeet,4,Psittaciformes,Psittaculidae,0.0,22.86,19.474841669993218,150.0,4,1,0,0,0,0,0,0,1,1,0
Loris,13,Primate,Lorisidae,1.0,29.21,17.5,1.1704545454545452,4,1,0,0,0,0,0,0,0,0,0
Lumpfish,0,Scorpaeniformes,Cyclopteridae,0.0,3150.0,9.5,15.25,0,0,0,0,0,0,0,0,0,1,0
Lynx,13,Carnivora,Felidae,0.0,1114.242495994122,16.0,17.5,0,0,1,0,0,1,0,0,0,0,1
Lyrebird,4,Passeriformes,Menuridae,0.0,218.44,30.0,0.9525451098148436,0,0,0,0,0,0,0,0,1,1,0
Macaque,13,Primates,Cercopithecidae,0.0,71.12,40.0,18.18181818181818,0,1,0,1,0,0,0,0,0,0,0
Macaroni Penguin,4,Sphenisciformes,Spheniscidae,0.0,1114.242495994122,17.5,4.800000000000001,0,0,0,0,0,0,0,1,0,1,0
Macaw,4,Psittaciformes,Psittacidae,1.0,1114.242495994122,55.0,1.45,4,0,0,0,1,1,1,0,0,0,0
Machaeroides,13,Oxyaenodonta,Oxyaenidae,1.0,121.92,19.474841669993218,11.339822735890994,0,0,0,0,0,1,0,0,0,0,0
Mackenzie Wolf,13,Carnivora,Canidae,1.0,1114.242495994122,7.0,54.090909090909086,0,0,0,0,0,1,0,0,0,0,0
Macrauchenia,13,Litopterna,Macraucheniidae,1.0,298.704,19.474841669993218,21.9,4,0,0,0,1,0,0,0,0,0,0
Madagascar Hissing Cockroach,11,Blattodea,Blaberidae,0.0,7.62,3.5,17.5,4,0,0,1,0,0,0,0,0,0,0
Madagascar Jacana,4,Charadriiformes,Jacanidae,1.0,26.67,10.0,0.1984464478085842,4,0,0,1,0,0,0,0,0,0,0
Magellanic Penguin,4,Sphenisciformes,Spheniscidae,0.0,6850.0,17.5,4.6,0,0,0,0,1,0,0,0,0,1,0
Maggot,11,Diptera,Anthomyiidae,0.0,1300.0,0.0821917808219178,2450.0,4,0,0,1,1,1,1,0,0,0,0
Magnolia Warbler,4,Passeriformes,Parulidae,0.0,11.938,4.0,0.0107728071667517,3,0,0,0,0,1,1,0,0,0,0
Magpie,4,Passeriformes,Corvidae,0.0,4300.0,27.5,7.936507936507936,4,1,1,1,0,0,0,0,1,1,1
Magyarosaurus,16,Dinosauria,Sauropoda,1.0,609.6,19.474841669993218,147.64449202130075,2,0,1,0,0,0,0,0,0,0,0
Mahi Mahi (Dolphin Fish),0,Carangiformes,Coyphaenidae,0.0,99.822,4.5,9.979044007584074,4,0,0,0,0,1,1,0,0,1,0
Malayan Civet,13,Carnivora,Viverridae,1.0,1114.242495994122,17.5,2.95,0,1,0,0,0,0,0,0,0,0,0
Malayan Krait,16,squamata,elapidae,0.0,109.728,19.474841669993218,1601.274827419837,4,1,0,0,0,0,0,0,0,0,0
Malayan Tiger,13,Carnivora,Felidae,1.0,1114.242495994122,21.5,115.0,0,1,0,0,0,0,0,0,0,0,0
Mallard,4,Anseriformes,Anatidae,0.0,58.42,7.5,27.669167475574024,4,1,1,1,1,1,1,0,1,1,0
Mamushi Snake,16,Squamata,Viperidae,0.0,46.99,14.0,1601.274827419837,4,1,0,0,0,0,0,0,0,0,0
Manatee,13,Sirenia,Trichechidae,1.0,1114.242495994122,60.0,475.0,2,0,0,0,0,0,0,0,0,1,0
Mandarin Rat Snake,16,Squamata,Colubridae,0.0,114.3,18.0,1601.274827419837,0,1,0,0,0,0,0,0,0,0,0
Mandrill,13,Primates,Cercopithecidae,0.0,1114.242495994122,24.0,20.75,4,0,0,1,0,0,0,0,0,0,0
Maned Wolf,13,Carnivora,Canidae,0.0,72.39,13.5,23.133238381217627,4,0,0,0,1,0,0,0,0,0,0
Manta Ray,8,Myliobatiformes,Mobulidae,1.0,701.04,50.0,69.17291868893506,0,0,0,0,0,0,0,0,0,1,0
Mantella Frog,2,Anura,Mantellidae,1.0,96.5,7.5,0.0705467372134038,0,0,0,1,0,0,0,0,0,0,0
Marble Fox,13,Carnivora,Canidae,0.0,4400.0,15.0,5.5,4,0,0,0,0,1,0,0,0,0,0
